date,deployment,namespace,cpu_cost,memory_cost,storage_cost,network_cost,total_cost,cpu_hours,memory_gb_hours,storage_gb
2025-09-30,nginx-deployment,default,6.932706186535988,5.199529639901991,3.466353093267994,1.733176546633997,17.33176546633997,68.21322991445263,93.18213701554134,94.62192112813975
2025-10-01,nginx-deployment,default,7.338475088315703,5.503856316236777,3.6692375441578515,1.8346187720789258,18.346187720789256,51.502139744685735,188.19065273881952,49.070269625727825
2025-10-02,nginx-deployment,default,7.021604918801543,5.266203689101157,3.5108024594007716,1.7554012297003858,17.554012297003858,71.63720775876595,144.1569136602642,37.64628151110864
2025-10-03,nginx-deployment,default,5.316960591962463,3.9877204439718463,2.6584802959812315,1.3292401479906157,13.292401479906156,77.76165930399884,164.55147013043114,56.39560258265221
2025-10-04,nginx-deployment,default,6.175111454377585,4.631333590783188,3.0875557271887923,1.5437778635943962,15.43777863594396,35.54340439496451,129.05365492809793,18.913597760991603
2025-10-05,nginx-deployment,default,6.303303305549321,4.72747747916199,3.1516516527746603,1.5758258263873302,15.7582582638733,34.41513825701873,163.66250973288317,83.7426367142795
2025-10-06,nginx-deployment,default,5.608935817177755,4.206701862883316,2.8044679085888773,1.4022339542944386,14.022339542944385,67.55036673596865,117.67326784561665,27.78635598596688
2025-10-07,nginx-deployment,default,6.072287744733147,4.55421580854986,3.0361438723665737,1.5180719361832868,15.180719361832868,23.261825451883407,118.85818299409708,65.69335905077048
2025-10-08,nginx-deployment,default,6.482848309690197,4.862136232267647,3.2414241548450984,1.6207120774225492,16.20712077422549,32.13177648680876,93.60550648712916,56.30368589512555
2025-10-09,nginx-deployment,default,4.993412821656201,3.7450596162421506,2.4967064108281005,1.2483532054140503,12.483532054140502,24.786100692748533,173.45951117312183,85.5863717518066
2025-10-10,nginx-deployment,default,6.1528353374149525,4.6146265030612135,3.0764176687074762,1.5382088343537381,15.38208834353738,51.6105516028189,117.22833999153804,14.004500465994589
2025-10-11,nginx-deployment,default,6.374293849801642,4.780720387351231,3.187146924900821,1.5935734624504105,15.935734624504104,65.28195660676826,64.51499965320119,92.51164292773427
2025-10-12,nginx-deployment,default,6.27178519076338,4.703838893072534,3.13589259538169,1.567946297690845,15.679462976908448,30.27078323657328,170.95672594237288,80.68460041653606
2025-10-13,nginx-deployment,default,6.919567696016299,5.189675772012223,3.4597838480081493,1.7298919240040747,17.298919240040746,76.85244354130619,103.097645384698,42.00138377067125
2025-10-14,nginx-deployment,default,6.10285289696176,4.577139672721319,3.05142644848088,1.52571322424044,15.2571322424044,21.549188083707737,175.9708996388153,15.523586434213302
2025-09-15,api-server,default,20.80331344005762,15.602485080043216,10.40165672002881,5.200828360014405,52.008283600144054,43.82387495942205,119.30626844275358,53.06826172232176
2025-09-16,api-server,default,19.062349264604624,14.296761948453467,9.531174632302312,4.765587316151156,47.65587316151156,48.14661177272899,107.58180696633119,54.370741080254575
2025-09-17,api-server,default,20.114862703135657,15.086147027351739,10.057431351567828,5.028715675783914,50.287156757839135,21.252101517611294,184.64180922529863,35.3081153024134
2025-09-18,api-server,default,14.662513723616465,10.996885292712347,7.3312568618082326,3.6656284309041163,36.65628430904116,62.088332570514154,172.78787804509176,92.81331826194192
2025-09-19,api-server,default,19.20364693045215,14.40273519783911,9.601823465226076,4.800911732613038,48.00911732613037,72.91099780563454,83.19178087557918,37.105793567673935
2025-09-20,api-server,default,14.824026965881243,11.118020224410932,7.412013482940622,3.706006741470311,37.060067414703106,67.08831210192977,156.06720585389633,98.25544000567955
2025-09-21,api-server,default,17.646801585803857,13.235101189352893,8.823400792901928,4.411700396450964,44.11700396450964,47.844309779961954,171.71175379917378,82.05476164946445
2025-09-22,api-server,default,16.32648100840903,12.24486075630677,8.163240504204515,4.081620252102257,40.81620252102257,61.414380196760035,186.16637091184722,56.53988978021269
2025-09-23,api-server,default,19.179822143147756,14.384866607360818,9.589911071573878,4.794955535786939,47.94955535786939,34.4542695847161,196.1776004822936,44.01912678858409
2025-09-24,api-server,default,18.045026086554646,13.533769564915984,9.022513043277323,4.5112565216386615,45.11256521638661,67.58715774740628,119.57910758476746,34.47326502128186
2025-09-25,api-server,default,15.057330653092883,11.29299798981966,7.528665326546442,3.764332663273221,37.643326632732204,20.405041237607332,148.2393762835158,90.66956214703693
2025-09-26,api-server,default,17.827950409814147,13.37096280736061,8.913975204907073,4.456987602453537,44.56987602453537,21.669692402271114,80.36297474303818,37.128146837412544
2025-09-27,api-server,default,17.7242234499452,13.2931675874589,8.8621117249726,4.4310558624863,44.310558624863,23.103028138895326,136.96714869747814,58.748720875239165
2025-09-28,api-server,default,17.20534930731353,12.904011980485146,8.602674653656765,4.301337326828382,43.01337326828382,62.789391968012865,106.51941879597298,11.188929893960163
2025-09-29,api-server,default,19.58830332019522,14.691227490146412,9.79415166009761,4.897075830048805,48.97075830048804,73.24454750314119,114.66593972604146,24.538825600383625
2025-09-30,api-server,default,16.942264825229028,12.706698618921768,8.471132412614514,4.235566206307257,42.355662063072565,24.446230608014535,139.07958345295916,59.56276934109468
2025-10-01,api-server,default,21.736688590131834,16.302516442598876,10.868344295065917,5.4341721475329585,54.341721475329585,21.564042480141705,113.6767214073391,89.08080632924829
2025-10-02,api-server,default,19.59715038050694,14.697862785380202,9.79857519025347,4.899287595126735,48.992875951267344,32.46121035986518,52.25172743187832,41.848029374054036
2025-10-03,api-server,default,17.7084965966839,13.281372447512926,8.85424829834195,4.427124149170975,44.27124149170975,71.0645909898088,169.80961397491913,36.631955730676566
2025-10-04,api-server,default,16.444031346555803,12.333023509916853,8.222015673277902,4.111007836638951,41.11007836638951,71.88049892291905,77.95528413771635,64.431443137396
2025-10-05,api-server,default,14.972983576657573,11.229737682493178,7.486491788328786,3.743245894164393,37.43245894164393,66.39338407474801,98.81755089089384,64.15171624493934
2025-10-06,api-server,default,18.85423596743318,14.140676975574886,9.42711798371659,4.713558991858295,47.13558991858295,41.68213688239282,89.08695736337161,42.67281892971568
2025-10-07,api-server,default,20.005380235110252,15.004035176332685,10.002690117555126,5.001345058777563,50.01345058777562,71.7652328769486,175.50712932563314,24.728929025817777
2025-10-08,api-server,default,19.852384504924316,14.889288378693237,9.926192252462158,4.963096126231079,49.63096126231079,70.49640778960944,88.5949141607538,37.54542850098705
2025-10-09,api-server,default,21.870769153541872,16.4030768651564,10.935384576770936,5.467692288385468,54.67692288385467,32.428193670251666,92.59238257943045,61.89287253132377
2025-10-10,api-server,default,20.129009333307426,15.096756999980569,10.064504666653713,5.0322523333268565,50.32252333326856,75.32852848300266,78.30205211715898,73.5119982084793
2025-10-11,api-server,default,20.98765634066826,15.740742255501193,10.49382817033413,5.246914085167065,52.469140851670645,79.31054630521562,69.51642198473188,61.554829170399465
2025-10-12,api-server,default,21.762489662517474,16.321867246888104,10.881244831258737,5.4406224156293685,54.40622415629368,27.04712120092195,170.38427202414135,81.96311654716911
2025-10-13,api-server,default,17.78385082385857,13.337888117893929,8.891925411929286,4.445962705964643,44.45962705964643,31.314403237268596,139.18863102192915,77.60773259638462
2025-10-14,api-server,default,19.497486913540474,14.623115185155354,9.748743456770237,4.8743717283851185,48.74371728385118,49.314163268593845,121.76803090003116,27.720857807820288
2025-09-15,ml-training,ml,54.74460234719733,41.05845176039799,27.372301173598665,13.686150586799332,136.86150586799332,47.41666200856978,85.48819331188639,95.21964575177694
2025-09-16,ml-training,ml,40.17246558387826,30.12934918790869,20.08623279193913,10.043116395969564,100.43116395969564,38.10450666956257,111.93915200854633,56.81413400225087
2025-09-17,ml-training,ml,56.108492523440276,42.0813693925802,28.054246261720138,14.027123130860069,140.27123130860068,61.16102666129943,179.79559823028123,62.51513244696014
2025-09-18,ml-training,ml,42.31785986421124,31.738394898158433,21.15892993210562,10.57946496605281,105.79464966052811,61.49342505466167,163.47221922748787,70.75048937304733
2025-09-19,ml-training,ml,58.215891321328,43.661918490996,29.107945660664,14.553972830332,145.53972830332,73.25713808304968,130.4684057241038,14.449784584216616
2025-09-20,ml-training,ml,47.61459520479963,35.71094640359971,23.807297602399814,11.903648801199907,119.03648801199905,70.15980372037647,50.070763542992275,41.838032238786674
2025-09-21,ml-training,ml,54.28377424557978,40.71283068418483,27.14188712278989,13.570943561394945,135.70943561394944,74.81213088921734,108.84051169621023,66.30215974985435
2025-09-22,ml-training,ml,58.30831962693583,43.73123972020187,29.154159813467913,14.577079906733957,145.77079906733957,79.44404944450531,94.4832804362552,76.40150281815068
2025-09-23,ml-training,ml,52.721749427365026,39.541312070523766,26.360874713682513,13.180437356841257,131.80437356841256,53.154118340514444,165.36507985092445,82.45442995467687
2025-09-24,ml-training,ml,45.13070631136454,33.848029733523404,22.56535315568227,11.282676577841135,112.82676577841134,75.96748776233146,78.8983508500537,23.00134527896602
2025-09-25,ml-training,ml,53.488632988515,40.11647474138625,26.7443164942575,13.37215824712875,133.7215824712875,56.00224993091109,96.97761488824554,33.80512321025087
2025-09-26,ml-training,ml,50.305515538674676,37.729136654006005,25.152757769337338,12.576378884668669,125.76378884668668,71.73218449155783,116.70230870386908,50.520072140062155
2025-09-27,ml-training,ml,57.875053225713806,43.40628991928535,28.937526612856903,14.468763306428452,144.6876330642845,21.240451413525037,148.3675501188142,23.160445420066193
2025-09-28,ml-training,ml,54.126278389607535,40.59470879220565,27.063139194803767,13.531569597401884,135.31569597401884,50.805571993985595,134.59090248984228,19.26807847945438
2025-09-29,ml-training,ml,48.980627657367464,36.735470743025594,24.490313828683732,12.245156914341866,122.45156914341865,34.26529842599317,129.34052843797332,13.179037032556424
2025-09-30,ml-training,ml,59.23466329657289,44.425997472429664,29.617331648286445,14.808665824143223,148.08665824143222,44.51427171975172,137.12862240058018,30.35854428172946
2025-10-01,ml-training,ml,59.34306306422126,44.507297298165945,29.67153153211063,14.835765766055315,148.35765766055314,72.42323240175942,73.82892559148404,98.22890196169456
2025-10-02,ml-training,ml,46.100919511462344,34.57568963359675,23.050459755731172,11.525229877865586,115.25229877865586,69.94197257153394,142.25280943444847,18.380854770858207
2025-10-03,ml-training,ml,56.98790013962051,42.74092510471537,28.493950069810253,14.246975034905127,142.46975034905125,41.81091966346295,92.06259194626442,78.36541484384693
2025-10-04,ml-training,ml,43.03707666942296,32.27780750206722,21.51853833471148,10.75926916735574,107.5926916735574,51.026946650250004,113.34034514458429,94.40644164143764
2025-10-05,ml-training,ml,52.287544169474046,39.21565812710553,26.143772084737023,13.071886042368511,130.7188604236851,41.76050264193641,143.43061560483255,63.724798525286346
2025-10-06,ml-training,ml,48.37552793880574,36.2816459541043,24.18776396940287,12.093881984701435,120.93881984701434,71.05655153359581,179.26845344632176,84.23457250301773
2025-10-07,ml-training,ml,51.146824808312346,38.36011860623425,25.573412404156173,12.786706202078086,127.86706202078085,48.45626981258242,95.10697069904468,46.436281273666246
2025-10-08,ml-training,ml,54.20388956528436,40.65291717396327,27.10194478264218,13.55097239132109,135.5097239132109,52.597030558304354,55.49967346239914,17.075969957450887
2025-10-09,ml-training,ml,48.814743092813956,36.61105731961046,24.407371546406978,12.203685773203489,122.03685773203487,56.19239379859605,110.85828251437329,57.42082731040737
2025-10-10,ml-training,ml,57.16583323634152,42.874374927256135,28.58291661817076,14.29145830908538,142.9145830908538,39.077747230077776,134.41842613475933,93.51379491277264
2025-10-11,ml-training,ml,54.196002666009896,40.64700199950742,27.098001333004948,13.549000666502474,135.49000666502474,29.103645182446833,74.47489080004974,84.24717026095834
2025-10-12,ml-training,ml,46.89143921139987,35.168579408549896,23.445719605699935,11.722859802849968,117.22859802849966,22.289808569645967,152.51913545342762,65.10928595815562
2025-10-13,ml-training,ml,59.40333416769374,44.55250062577031,29.70166708384687,14.850833541923436,148.50833541923436,29.150921137927646,195.67518107007564,29.440125773972223
2025-10-14,ml-training,ml,42.54296397819676,31.907222983647568,21.27148198909838,10.63574099454919,106.3574099454919,53.71523722110288,133.4102863003502,12.719731941713775
2025-09-15,database-postgresql,default,12.98373694310196,9.73780270732647,6.49186847155098,3.24593423577549,32.4593423577549,51.96757110096985,163.61304952456368,17.000192622351605
2025-09-16,database-postgresql,default,12.824570180678634,9.618427635508976,6.412285090339317,3.2061425451696586,32.061425451696586,58.99860658135483,133.54856784920045,58.280150174869384
2025-09-17,database-postgresql,default,13.143231372038109,9.85742352902858,6.571615686019054,3.285807843009527,32.85807843009527,68.77007839026508,103.39106048056152,46.2636026122302
2025-09-18,database-postgresql,default,12.204100085346262,9.153075064009695,6.102050042673131,3.0510250213365655,30.51025021336565,50.97590488028632,50.346594340085495,39.5706785101159
2025-09-19,database-postgresql,default,15.10034826658752,11.32526119994064,7.55017413329376,3.77508706664688,37.7508706664688,49.84966330658679,121.71593805478355,90.43414184542019
2025-09-20,database-postgresql,default,15.362566925700813,11.521925194275608,7.6812834628504065,3.8406417314252033,38.40641731425203,25.51317052743135,86.17107105638809,94.67815709445797
2025-09-21,database-postgresql,default,12.271211136483833,9.203408352362874,6.135605568241917,3.0678027841209583,30.67802784120958,29.915042827482207,128.5944871265562,78.59393690743573
2025-09-22,database-postgresql,default,14.546339107795294,10.90975433084647,7.273169553897647,3.6365847769488235,36.365847769488234,48.83570742721143,162.17449818627114,50.981037055752694
2025-09-23,database-postgresql,default,13.999302358605195,10.499476768953896,6.999651179302598,3.499825589651299,34.99825589651299,44.528550247343965,159.44478269184253,97.90375886965145
2025-09-24,database-postgresql,default,14.515904724156389,10.88692854311729,7.2579523620781945,3.6289761810390972,36.28976181039097,38.64299370250893,129.02875055484452,69.82103522617139
2025-09-25,database-postgresql,default,13.158874460515534,9.86915584538665,6.579437230257767,3.2897186151288835,32.897186151288835,49.82425567822914,76.4266126836752,51.182839719699615
2025-09-26,database-postgresql,default,11.425439545219431,8.569079658914573,5.712719772609716,2.856359886304858,28.563598863048576,66.38574619311069,196.84660613311212,81.72598611666874
2025-09-27,database-postgresql,default,14.71040177115086,11.032801328363144,7.35520088557543,3.677600442787715,36.77600442787715,70.9206767851437,166.95462649466452,54.68237999015314
2025-09-28,database-postgresql,default,12.918123414423134,9.68859256081735,6.459061707211567,3.2295308536057834,32.29530853605783,34.797520961875364,178.45141563452708,61.92974901015414
2025-09-29,database-postgresql,default,13.054546536843592,9.790909902632693,6.527273268421796,3.263636634210898,32.63636634210898,28.08697451913483,192.96059424259298,61.263860279179234
2025-09-30,database-postgresql,default,12.816027018014115,9.612020263510585,6.408013509007057,3.2040067545035287,32.040067545035285,51.22167097188563,116.80162360575895,42.62177068213631
2025-10-01,database-postgresql,default,14.80934889205727,11.107011669042953,7.404674446028635,3.7023372230143177,37.023372230143174,52.8159192838592,79.40113004920292,13.474679380264122
2025-10-02,database-postgresql,default,13.30472952887551,9.978547146656632,6.652364764437755,3.3261823822188776,33.261823822188774,44.518602357720745,189.97959084458634,81.32485343158034
2025-10-03,database-postgresql,default,16.563407539119936,12.422555654339952,8.281703769559968,4.140851884779984,41.40851884779984,21.305051916063636,70.53648072634492,65.26368264909038
2025-10-04,database-postgresql,default,12.968955247541917,9.726716435656437,6.4844776237709585,3.2422388118854792,32.42238811885479,53.742787096914896,82.33352849121097,57.14852434156802
2025-10-05,database-postgresql,default,14.507294992337021,10.880471244252766,7.253647496168511,3.6268237480842553,36.26823748084255,20.293799798140583,96.09569025582104,39.390902398517596
2025-10-06,database-postgresql,default,16.308371229877405,12.231278422408055,8.154185614938703,4.077092807469351,40.770928074693515,43.52140462641963,54.692177473461726,96.21169874736056
2025-10-07,database-postgresql,default,16.525245084333896,12.39393381325042,8.262622542166948,4.131311271083474,41.31311271083474,28.55437003867558,119.16796814483365,97.90092227818909
2025-10-08,database-postgresql,default,12.160795249796152,9.120596437347112,6.080397624898076,3.040198812449038,30.401988124490376,26.27611027328289,128.06616108308742,97.78638088347944
2025-10-09,database-postgresql,default,14.316488060930201,10.73736604569765,7.1582440304651005,3.5791220152325502,35.7912201523255,40.23182736120806,144.0449356171448,79.3105476704909
2025-10-10,database-postgresql,default,14.122388242391507,10.59179118179363,7.061194121195753,3.5305970605978767,35.305970605978764,57.12693097492681,82.11319020022903,35.613528039490944
2025-10-11,database-postgresql,default,15.57206127211655,11.67904595408741,7.786030636058275,3.8930153180291374,38.93015318029137,50.82878524676272,179.68239298698208,28.390926170778084
2025-10-12,database-postgresql,default,13.972314936268853,10.479236202201639,6.986157468134427,3.4930787340672134,34.93078734067213,51.795612972128644,178.32179996203917,12.11140402232011
2025-10-13,database-postgresql,default,16.668357829382696,12.501268372037023,8.334178914691348,4.167089457345674,41.67089457345674,72.13016302426894,130.14089326114174,58.10969905105067
2025-10-14,database-postgresql,default,14.924896560749808,11.193672420562354,7.462448280374904,3.731224140187452,37.312241401874516,30.901807974232966,91.6743369201426,60.05418378764589
2025-09-15,redis-master,default,5.659147531729743,4.244360648797307,2.8295737658648714,1.4147868829324357,14.147868829324356,24.783573471944365,59.389070390113496,49.40938906201626
2025-09-16,redis-master,default,5.978339687532414,4.48375476564931,2.989169843766207,1.4945849218831035,14.945849218831034,70.42808751725835,177.76062828062902,59.9277928067041
2025-09-17,redis-master,default,5.847424949936009,4.385568712452007,2.9237124749680046,1.4618562374840023,14.618562374840023,24.84807425063655,88.72738813604197,64.11342571111348
2025-09-18,redis-master,default,5.190804180338878,3.893103135254158,2.595402090169439,1.2977010450847195,12.977010450847194,45.73948800385625,180.57114613101015,65.66187757383264
2025-09-19,redis-master,default,4.132944889765927,3.099708667324445,2.0664724448829634,1.0332362224414817,10.332362224414817,56.635729674048285,178.18849112909513,62.40891738465737
2025-09-20,redis-master,default,4.817930662293281,3.61344799671996,2.4089653311466406,1.2044826655733203,12.044826655733202,60.59325815673293,144.1975384803539,32.9203786293191
2025-09-21,redis-master,default,5.730638933511694,4.29797920013377,2.865319466755847,1.4326597333779234,14.326597333779233,29.809527621050584,104.59728804017631,29.763458859816108
2025-09-22,redis-master,default,6.059370967728125,4.5445282257960935,3.0296854838640623,1.5148427419320312,15.148427419320312,52.41756133048812,92.7856173325642,19.838162966530852
2025-09-23,redis-master,default,4.657381703499269,3.4930362776244515,2.3286908517496343,1.1643454258748172,11.643454258748172,55.193113528477525,168.00107699498903,11.913396995503813
2025-09-24,redis-master,default,5.413885950542604,4.0604144629069525,2.706942975271302,1.353471487635651,13.53471487635651,79.19644511275987,127.02438271171464,20.363406880356692
2025-09-25,redis-master,default,4.894246436916133,3.6706848276870994,2.4471232184580667,1.2235616092290333,12.235616092290332,50.59196731323973,76.06759780472339,11.201535014876017
2025-09-26,redis-master,default,5.473602814462193,4.105202110846645,2.7368014072310967,1.3684007036155483,13.684007036155483,39.435710840138455,51.56532192715235,53.081098092599454
2025-09-27,redis-master,default,4.658156290774848,3.493617218081136,2.329078145387424,1.164539072693712,11.64539072693712,20.30283916658133,171.65401183260485,26.826079211118053
2025-09-28,redis-master,default,5.758715347488911,4.319036510616683,2.8793576737444555,1.4396788368722278,14.396788368722277,21.98002995370501,95.43262406182815,86.53055123580555
2025-09-29,redis-master,default,4.643918122283091,3.482938591712318,2.3219590611415457,1.1609795305707729,11.609795305707728,75.74813640976741,89.60148063335433,26.24217711058181
2025-09-30,redis-master,default,4.897836896736622,3.673377672552466,2.448918448368311,1.2244592241841554,12.244592241841554,72.14848494056642,178.92186280835435,24.779428053201414
2025-10-01,redis-master,default,5.299722460501896,3.9747918453764215,2.649861230250948,1.324930615125474,13.24930615125474,69.84042749685437,89.49817642171094,45.769210873657734
2025-10-02,redis-master,default,4.23550308478223,3.1766273135866716,2.117751542391115,1.0588757711955574,10.588757711955573,22.391760920182712,153.66284310789797,55.830977921557654
2025-10-03,redis-master,default,5.658354564701509,4.243765923526131,2.8291772823507544,1.4145886411753772,14.145886411753771,35.89333707581316,159.2521733282769,39.73297156839652
2025-10-04,redis-master,default,5.967135629221849,4.475351721916386,2.9835678146109244,1.4917839073054622,14.91783907305462,42.92125721509177,88.2787943430994,87.13384644618178
2025-10-05,redis-master,default,4.496653778285959,3.3724903337144685,2.2483268891429793,1.1241634445714896,11.241634445714896,78.59576495573316,78.19057924038233,84.92242110593611
2025-10-06,redis-master,default,5.129423281605908,3.8470674612044307,2.564711640802954,1.282355820401477,12.82355820401477,39.06061444004367,196.68751183866112,63.790081896749484
2025-10-07,redis-master,default,5.956474469205235,4.467355851903926,2.9782372346026174,1.4891186173013087,14.891186173013086,38.090502045439486,53.08423641046186,23.68279569913131
2025-10-08,redis-master,default,5.616483079541066,4.212362309655799,2.808241539770533,1.4041207698852665,14.041207698852665,22.229816465994087,138.29152442405967,22.694529282287327
2025-10-09,redis-master,default,5.916965921783795,4.437724441337846,2.9584829608918977,1.4792414804459488,14.792414804459487,68.65360326972316,72.69613808388792,99.45686667454332
2025-10-10,redis-master,default,5.3061121068564905,3.9795840801423674,2.6530560534282452,1.3265280267141226,13.265280267141225,41.1474236870077,158.36676224561705,91.13234546710707
2025-10-11,redis-master,default,4.6881365083136854,3.5161023812352643,2.3440682541568427,1.1720341270784214,11.720341270784214,49.18629412021935,68.53406362083724,63.85783469232298
2025-10-12,redis-master,default,5.208272538612671,3.9062044039595025,2.6041362693063355,1.3020681346531677,13.020681346531676,25.855236246471755,173.16388786238193,66.47984061844676
2025-10-13,redis-master,default,4.4379741122238965,3.328480584167922,2.2189870561119482,1.1094935280559741,11.09493528055974,74.20292116680082,96.37868338231141,53.494038062954296
2025-10-14,redis-master,default,5.3139999189708504,3.985499939228138,2.6569999594854252,1.3284999797427126,13.284999797427126,45.99431321535754,177.3417519181002,50.74922365828413
2025-09-15,frontend-react,default,8.656355346136937,6.492266509602702,4.328177673068469,2.1640888365342343,21.64088836534234,44.131397884152335,81.19431192219723,88.56551893392692
2025-09-16,frontend-react,default,7.985294913212342,5.988971184909256,3.992647456606171,1.9963237283030855,19.963237283030853,49.71495728809458,83.27428400758612,73.81083037535092
2025-09-17,frontend-react,default,8.907157338379958,6.6803680037849675,4.453578669189979,2.2267893345949896,22.267893345949894,64.46429445575035,78.6546863850107,50.979353391447034
2025-09-18,frontend-react,default,8.19401704155772,6.145512781168288,4.09700852077886,2.04850426038943,20.485042603894296,53.79855908579979,109.95203023108441,53.161607790287384
2025-09-19,frontend-react,default,9.621934371435938,7.216450778576952,4.810967185717969,2.4054835928589844,24.054835928589842,60.06257920016787,67.09485950825754,18.686455986328646
2025-09-20,frontend-react,default,10.537372627961462,7.903029470971096,5.268686313980731,2.6343431569903655,26.343431569903654,60.84819064153673,68.09107045815583,74.22393792634412
2025-09-21,frontend-react,default,7.958267805194659,5.968700853895994,3.9791339025973294,1.9895669512986647,19.895669512986647,26.49307535315849,111.97640512532503,85.91694334841858
2025-09-22,frontend-react,default,10.2446020074519,7.683451505588924,5.12230100372595,2.561150501862975,25.61150501862975,32.3723027869624,59.16422534803898,85.25637896713256
2025-09-23,frontend-react,default,9.333545074937135,7.000158806202851,4.666772537468567,2.3333862687342837,23.333862687342837,64.7631153573183,115.97218160733624,22.11692908133802
2025-09-24,frontend-react,default,7.976714029665338,5.9825355222490035,3.988357014832669,1.9941785074163345,19.941785074163345,48.13392588409023,188.96107637957638,67.3326868545135
2025-09-25,frontend-react,default,7.4803440463167306,5.610258034737548,3.7401720231583653,1.8700860115791826,18.700860115791826,59.808847727816534,133.3667312660092,71.60689832190825
2025-09-26,frontend-react,default,7.996461517777135,5.997346138332851,3.9982307588885675,1.9991153794442837,19.991153794442837,25.214046506834315,190.4160600258569,96.15730921428154
2025-09-27,frontend-react,default,10.074262377125963,7.555696782844472,5.037131188562982,2.518565594281491,25.185655942814908,35.683168821758656,59.52955582305088,30.67966045182402
2025-09-28,frontend-react,default,8.287316062980588,6.215487047235441,4.143658031490294,2.071829015745147,20.71829015745147,59.164295102107936,97.83142024633955,41.57252319926192
2025-09-29,frontend-react,default,8.175316030071217,6.131487022553412,4.0876580150356085,2.0438290075178043,20.438290075178042,25.44011069492737,125.48469675892271,56.686266425402934
2025-09-30,frontend-react,default,9.50262837150749,7.126971278630616,4.751314185753745,2.3756570928768723,23.75657092876872,50.72046845093484,84.38040429739166,40.96634596200311
2025-10-01,frontend-react,default,10.02753203036212,7.52064902277159,5.01376601518106,2.50688300759053,25.0688300759053,55.17165167567215,111.95053892451139,85.86791084457356
2025-10-02,frontend-react,default,9.337387782990673,7.003040837243003,4.668693891495336,2.334346945747668,23.34346945747668,35.84108092737459,163.09654549392823,22.801526355698805
2025-10-03,frontend-react,default,7.629140062950852,5.721855047213139,3.814570031475426,1.907285015737713,19.07285015737713,27.158650947103677,187.5994465084481,81.0337486463015
2025-10-04,frontend-react,default,9.433164529939353,7.074873397454515,4.716582264969676,2.358291132484838,23.582911324848382,71.79866112069267,128.0602884047233,51.345629626568446
2025-10-05,frontend-react,default,10.085679720638032,7.5642597904785225,5.042839860319016,2.521419930159508,25.214199301595077,63.262460598777466,64.25121270683272,19.515128115485116
2025-10-06,frontend-react,default,9.683766263602562,7.26282469770192,4.841883131801281,2.4209415659006406,24.209415659006403,68.39588241645049,134.25949910143902,85.62943775466408
2025-10-07,frontend-react,default,8.234344513316623,6.175758384987467,4.1171722566583115,2.0585861283291558,20.585861283291557,24.67620574505463,58.819351588088246,87.52095476354621
